time,adaptivity_time,dt,memory,num_elems,num_past_events,reinit_time,sink_average,sink_integral,sink_rate_average,solution_average,solution_integral,solve_time,total_time
0,0,0,2645594112,42709,0,0,0,0,0,0,0,0,0
0.001,3.2151578817255e-317,0.001,2896613376,42709,0,3.2151578817255e-317,0.89999999980877,0.89999999980877,0.0048131410658742,2.9999951863085,2.9999951863085,0.133638,2.210931
0.003,3.2151578817255e-317,0.002,2931216384,42709,1,3.2151578817255e-317,0.89999999980877,0.89999999980877,0.10473941991252,2.9997857074681,2.9997857074681,0.252751,2.412245
0.007,3.2151578817255e-317,0.004,2955005952,41344,1,3.2151578817255e-317,0.89999999980876,0.89999999980877,0.59457967299621,2.9960629385915,2.9960629385915,0.372287,3.884499
0.011927746335929,3.2151578817255e-317,0.0049277463359289,2955005952,41344,1,3.2151578817255e-317,0.89999999980876,0.89999999980877,1.2071885749828,2.9901142195146,2.9901142195147,0.492102,4.073223
0.012927746335929,3.2151578817255e-317,0.001,2969333760,42691,2,3.2151578817255e-317,0.89999999980877,0.89999999980877,1.3283222957411,5.9887858965186,5.9887858965187,0.623617,5.380419
0.014927746335929,3.2151578817255e-317,0.002,2973388800,41344,2,3.2151578817255e-317,0.89999999980876,0.89999999980877,1.5396139904615,5.9840199492496,5.9840199492497,0.74203,6.869826
0.018829794704221,3.2151578817255e-317,0.0039020483682921,2973659136,41344,2,3.2151578817255e-317,0.89999999980876,0.89999999980877,1.8190955483193,5.9769217504329,5.976921750433,0.862169,7.058383
0.019829794704221,3.2151578817255e-317,0.001,2976903168,42703,3,3.2151578817255e-317,0.89999999980877,0.89999999980877,1.8822080753967,8.9750395417983,8.9750395417984,0.996744,8.416933
0.021829794704221,3.2151578817255e-317,0.002,2979065856,41344,3,3.2151578817255e-317,0.89999999980876,0.89999999980877,1.981669016831,8.9694204019355,8.9694204019356,1.114642,9.936884
0.025829794704221,3.2151578817255e-317,0.004,2979336192,41344,3,3.2151578817255e-317,0.89999999980876,0.89999999980877,2.1421350950731,8.9608518615543,8.9608518615544,1.233177,10.124404
0.033829794704221,3.2151578817255e-317,0.008,2979336192,41344,3,3.2151578817255e-317,0.89999999980876,0.89999999980877,2.4470465301028,8.9412754893135,8.9412754893136,1.355418,10.31544
0.043524982842078,3.2151578817255e-317,0.0096951881378572,2979606528,41344,3,3.2151578817255e-317,0.89999999980876,0.89999999980877,2.7448119870216,8.9146640206962,8.9146640206963,1.478296,10.506947
0.044524982842078,3.2151578817255e-317,0.001,2981498880,42502,4,3.2151578817255e-317,0.89999999984724,0.89999999984724,8.0304825593461,11.906633537687,11.906633537687,1.605387,11.822397
0.046524982842078,3.2151578817255e-317,0.002,2982850560,41356,4,3.2151578817255e-317,0.89999999982543,0.89999999982544,15.079087815663,11.874242451346,11.874242451347,1.722826,13.244406
0.050524982842078,3.2151578817255e-317,0.004,2982850560,41356,4,3.2151578817255e-317,0.89999999982543,0.89999999982544,15.979428609441,11.810324736908,11.810324736909,1.84133,13.432008
0.056959445267338,3.2151578817255e-317,0.0064344624252601,2982850560,41356,4,3.2151578817255e-317,0.89999999982543,0.89999999982544,12.885846384629,11.72741124253,11.72741124253,1.961281,13.621368
0.057959445267338,3.2151578817255e-317,0.001,2984742912,42718,5,3.2151578817255e-317,0.89999999982543,0.89999999982544,12.371152416545,14.715040089551,14.715040089551,2.091954,14.975881
0.05922400721669,3.2151578817255e-317,0.0012645619493515,2986364928,41356,5,3.2151578817255e-317,0.89999999982543,0.89999999982544,11.739419120038,14.698530540465,14.698530540465,2.208968,16.423507
0.06022400721669,3.2151578817255e-317,0.001,2987986944,42718,6,3.2151578817255e-317,0.89999999982543,0.89999999982544,11.310515993372,17.687220023891,17.687220023891,2.333874,17.787201
0.061413763393971,3.2151578817255e-317,0.0011897561772811,2990960640,41356,6,3.2151578817255e-317,0.89999999982543,0.89999999982544,10.985677059746,17.672477010241,17.672477010241,2.449413,19.166395
0.062413763393971,3.2151578817255e-317,0.001,2993393664,42721,7,3.2151578817255e-317,0.89999999982543,0.89999999982544,10.854810156509,20.661622199547,20.661622199547,2.579153,20.521391
0.064413763393971,3.2151578817255e-317,0.002,2995286016,41356,7,3.2151578817255e-317,0.89999999982543,0.89999999982544,10.902430108401,20.638150242851,20.638150242852,2.696951,21.931968
0.068413763393971,3.2151578817255e-317,0.004,2995286016,41356,7,3.2151578817255e-317,0.89999999982543,0.89999999982544,11.002635642434,20.594139700283,20.594139700283,2.815613,22.120155
0.076413763393971,3.2151578817255e-317,0.008,2995286016,41356,7,3.2151578817255e-317,0.89999999982543,0.89999999982544,10.4927453517,20.51019773747,20.510197737471,2.935427,22.309096
0.092413763393971,3.2151578817255e-317,0.016,2995556352,41356,7,3.2151578817255e-317,0.89999999982543,0.89999999982544,9.1869313573878,20.363206835752,20.363206835752,3.056292,22.499229
0.10290916224756,3.2151578817255e-317,0.010495398853593,2995556352,41356,7,3.2151578817255e-317,0.89999999982543,0.89999999982544,8.4745597332326,20.274262951243,20.274262951243,3.176989,22.68903
0.10390916224756,3.2151578817255e-317,0.001,2996097024,42712,8,3.2151578817255e-317,0.89999999982543,0.89999999982544,8.4081812469895,23.26585476939,23.265854769391,3.306088,24.042186
0.10590916224756,3.2151578817255e-317,0.002,2997719040,41356,8,3.2151578817255e-317,0.89999999982543,0.89999999982544,8.2822825143557,23.247558479945,23.247558479945,3.42405,25.545311
0.10990916224756,3.2151578817255e-317,0.004,2997719040,41356,8,3.2151578817255e-317,0.89999999982543,0.89999999982544,8.060235557952,23.215317537714,23.215317537715,3.542882,25.733322
0.11790916224756,3.2151578817255e-317,0.008,2997719040,41356,8,3.2151578817255e-317,0.89999999982543,0.89999999982544,7.7335888724969,23.153448826734,23.153448826735,3.663668,25.923154
0.13390916224756,3.2151578817255e-317,0.016,2997719040,41356,8,3.2151578817255e-317,0.89999999982543,0.89999999982544,7.4069693962989,23.034937316393,23.034937316394,3.78432,26.112394
0.13438643917923,3.2151578817255e-317,0.00047727693166788,2997719040,41356,8,3.2151578817255e-317,0.89999999982543,0.89999999982544,7.3975131814673,23.031406654,23.031406654,3.897113,26.294198
0.13538643917923,3.2151578817255e-317,0.001,2999070720,42712,9,3.2151578817255e-317,0.89999999982543,0.89999999982544,7.378921599335,26.024027731808,26.024027731808,4.030542,27.655106
0.13738643917923,3.2151578817255e-317,0.002,3000152064,41356,9,3.2151578817255e-317,0.89999999982543,0.89999999982544,7.3462993615791,26.007664761723,26.007664761724,4.148553,29.17479
0.14138643917923,3.2151578817255e-317,0.004,3000152064,41356,9,3.2151578817255e-317,0.89999999982543,0.89999999982544,7.2968731085513,25.978477269289,25.978477269289,4.267604,29.362895
0.14938643917923,3.2151578817255e-317,0.008,3000152064,41356,9,3.2151578817255e-317,0.89999999982543,0.89999999982544,7.2482508704686,25.920491262325,25.920491262325,4.388362,29.552688
0.16538643917923,3.2151578817255e-317,0.016,3000152064,41356,9,3.2151578817255e-317,0.89999999982543,0.89999999982544,7.2726583192628,25.804128729216,25.804128729217,4.509228,29.742905
0.19372264742633,3.2151578817255e-317,0.028336208247102,3000152064,41356,9,3.2151578817255e-317,0.89999999982543,0.89999999982544,7.4244948818767,25.593746696114,25.593746696114,4.631246,29.933766
0.19472264742633,3.2151578817255e-317,0.001,3003125760,42721,10,3.2151578817255e-317,0.89999999982543,0.89999999982544,7.4299768044764,28.586316718796,28.586316718796,4.762446,31.31397
